SchoolName,URL,Sector,Year_Range,Type,Address,Suburb,State,Postcode,Latitude,Longitude,Score
Laurimar Primary School,http://www.laurimarps.vic.edu.au,Government,Prep-6,Primary,ARMIDALE ROAD,DOREEN,VIC,3754,-37.5858234,145.1269483,78
Arthurs Creek Primary School,http://acps.vic.edu.au/,Government,Prep-6,Primary,900 ARTHURS CREEK ROAD,ARTHURS CREEK,VIC,3099,-37.578921,145.202585,87
Lalor East Primary School,http://www.laloreastps.vic.edu.au/,Government,Prep-6,Primary,39 CLEVELAND STREET,THOMASTOWN,VIC,3074,-37.676077,145.0351,68
St Andrews Primary School,http://www.standrewsps.vic.edu.au,Government,Prep-6,Primary,CALEDONIA STREET,ST ANDREWS,VIC,3761,-37.60415573,145.2622649,96
Lalor North Primary School,http://www.lalornorthps.vic.edu.au,Government,Prep-6,Primary,2 DERNA CRESCENT,LALOR,VIC,3075,-37.663808,145.029228,77
Lalor Primary School,http://www.lalornorthps.vic.edu.au/,Government,Prep-6,Primary,26 MAXWELL STREET,LALOR,VIC,3075,-37.670311,145.025981,65
Thomastown East Primary School,http://www.thomastown-east-ps.vic.edu.au,Government,Prep-6,Primary,82 CEDAR STREET,THOMASTOWN,VIC,3074,-37.679784,145.024961,96
Epping Primary School,http://www.eppingps.vic.edu.au,Government,Prep-6,Primary,805 HIGH STREET,EPPING,VIC,3076,-37.645311,145.026199,67
Rosewood Downs Primary School,http://www.rosewooddownsps.vic.edu.au/,Government,Prep-6,Primary,MURRAY ROAD,DANDENONG NORTH,VIC,3175,-37.9443195,145.2139671,80
Heany Park Primary School,http://www.heanyparkps.vic.edu.au,Government,Prep-6,Primary,BUCKINGHAM DRIVE,ROWVILLE,VIC,3178,-37.9335,145.2423478,87
Glenroy West Primary School,http://www.glenroywestps.vic.edu.au,Government,Prep-6,Primary,YORK STREET,GLENROY,VIC,3046,-37.7049789,144.909741,78
Meadows Primary School,,Government,Prep-6,Primary,41 GERBERT STREET,BROADMEADOWS,VIC,3047,-37.688108,144.929191,63
Gladstone Views Primary School,http://www.gvps.vic.edu.au,Government,Prep-6,Primary,195 - 227 CARRICK DRIVE,GLADSTONE PARK,VIC,3043,-37.688834,144.897617,78
Broadmeadows Valley Primary School,http://www.bvps.vic.edu.au/,Government,Prep-6,Primary,12-28 JOHNSTONE STREET,BROADMEADOWS,VIC,3047,-37.681114,144.904906,65
Broadmeadows Primary School,http://www.bps.vic.edu.au,Government,Prep-6,Primary,62-70 BLAIR STREET,BROADMEADOWS,VIC,3047,-37.679817,144.93018,87
Gladstone Park Primary School,http://www.gladstoneparkps.vic.edu.au,Government,Prep-6,Primary,15 - 25 SOUTH CIRCULAR ROAD,GLADSTONE PARK,VIC,3043,-37.687892,144.887568,77
Belle Vue Park Primary School,http://www.bellevueparkps.vic.edu.au,Government,Prep-6,Primary,MORELL STREET,GLENROY,VIC,3046,-37.70111999,144.94405,64
Westmeadows Primary School,http://www.westmeadows.vic.edu.au,Government,Prep-6,Primary,34-46 RIDDELL STREET,WESTMEADOWS,VIC,3049,-37.676459,144.895655,77
Tullamarine Primary School,http://www.tullaps.vic.edu.au/,Government,Prep-6,Primary,BROADMEADOWS ROAD,TULLAMARINE,VIC,3043,-37.7038352,144.8793997,85
Dallas Brooks Community Primary School,http://Www.dallasps.vic.edu.au,Government,Prep-6,Primary,36 KING STREET,DALLAS,VIC,3047,-37.670312,144.943305,64
Bethal Primary School,http://www.bethalps.vic.edu.au,Government,Prep-6,Primary,26-52 ELDORADO CRESCENT,MEADOW HEIGHTS,VIC,3048,-37.659751,144.918371,65
Coolaroo South Primary School,http://www.coolaroosouthps.vic.edu.au/,Government,Prep-6,Primary,52-72 BUSHFIELD CRESCENT,COOLAROO,VIC,3048,-37.661523,144.930414,64
Moomba Park Primary School,http://www.moombaparkps.vic.edu.au/,Government,Prep-6,Primary,111 ANDERSON ROAD,FAWKNER,VIC,3060,-37.697032,144.966461,69
Campbellfield Heights Primary School,http://chps5034.vic.edu.au,Government,Prep-6,Primary,1-13 LAUREL CRESCENT,CAMPBELLFIELD,VIC,3061,-37.674462,144.961701,65
Meadow Heights Primary School,http://www.meadowheightsps.vic.edu.au,Government,Prep-6,Primary,PARINGA BOULEVARD,MEADOW HEIGHTS,VIC,3048,-37.6502715,144.9238658,64
Greenvale Primary School,http://www.greenvaleps.vic.edu.au,Government,Prep-6,Primary,12-24 BRADFORD AVENUE,GREENVALE,VIC,3059,-37.640335,144.886999,78
Roxburgh Homestead Primary School,http://www.roxhomesteadps.vic.edu.au,Government,Prep-6,Primary,MCPHERSON BOULEVARD,ROXBURGH PARK,VIC,3064,-37.6341585,144.9157059,76
Thomastown Meadows Primary School,http://www.thomastownmeadows.vic.edu.au,Government,Prep-6,Primary,13-21 DIPLOMAT DRIVE,THOMASTOWN,VIC,3074,-37.682537,144.992673,73
Keilor Primary School,http://www.keilorprimary.vic.edu.au,Government,Prep-6,Primary,25 KENNEDY STREET,KEILOR,VIC,3036,-37.71707,144.835891,91
Roxburgh Park Primary School,http://roxburghparkps.vic.edu.au,Government,Prep-6,Primary,7-21 ALMANDS AVENUE,ROXBURGH PARK,VIC,3064,-37.632735,144.93015,73
Thomastown West Primary School,http://www.thomwestps.vic.edu.au,Government,Prep-6,Primary,98-112 MAIN STREET,THOMASTOWN,VIC,3074,-37.677962,145.002139,67
Thomastown Primary School,http://www.thomastownps.vic.edu.au,Government,Prep-6,Primary,6 SPRING STREET,THOMASTOWN,VIC,3074,-37.68246,145.010909,68
Roxburgh Rise Primary School,http://www.roxburghrise-ps.vic.edu.au/,Government,Prep-6,Primary,CNR LOCKWOOD DR & BLUEBIRD WAY,ROXBURGH PARK,VIC,3064,-37.6158037,144.9228644,66
River Gum Primary School,http://www.rivergumps.vic.edu.au,Government,Prep-6,Primary,63 FORDHOLM ROAD,HAMPTON PARK,VIC,3976,-38.033925,145.260986,64
Coral Park Primary School,http://www.coralparkps.vic.edu.au/,Government,Prep-6,Primary,145 CORAL DRIVE,HAMPTON PARK,VIC,3976,-38.043193,145.27472,73
Kilberry Valley Primary School,http://www.kilberryps.vic.edu.au,Government,Prep-6,Primary,KILBERRY BOULEVARD,HAMPTON PARK,VIC,3976,-38.0337033,145.2785388,74
Hillsmeade Primary School,http://hillsmeade.vic.edu.au,Government,Prep-6,Primary,82S THE PROMENADE,NARRE WARREN SOUTH,VIC,3805,-38.065079,145.308909,73
Hallam Primary School,http://www.hallam-ps.vic.edu.au,Government,Prep-6,Primary,24 HARMER ROAD,HALLAM,VIC,3803,-38.000991,145.259308,82
Alamanda K-9 College,,Government,Prep-6,Combined,86-100 ALAMANDA BOULEVARD,POINT COOK,VIC,3030,-37.910036,144.741264,93
Newport Gardens Primary School,http://www.newportgardensps.vic.edu.au,Government,Prep-6,Primary,CNR WOODS ST & MADDOX RD,NEWPORT,VIC,3015,-37.8444725,144.8690769,84
Seaholme Primary School,http://www.seaholmeps.vic.edu.au,Government,Prep-6,Primary,CNR MILLERS RD & CIVIC PARADE,SEAHOLME,VIC,3018,-37.8646752,144.8403946,90
Altona North Primary School,http://www.altonanorthps.vic.edu.au,Government,Prep-6,Primary,51 CRESSER STREET,ALTONA NORTH,VIC,3025,-37.83773,144.849228,67
Wembley Primary School,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=285a5524-ed32-de11-9c94-002185cd8e5c,Government,Prep-6,Primary,32 ST LEONARDS AVE,YARRAVILLE,VIC,3013,-37.820769,144.875061,97
Altona Primary School,http://www.altonaps.vic.edu.au,Government,Prep-6,Primary,109 BLYTH STREET,ALTONA,VIC,3018,-37.867236,144.822356,95
Sunshine Primary School,http://www.sunshineps.vic.edu.au,Government,Prep-6,Primary,CNR HAMPSHIRE & DERBY ROADS,SUNSHINE,VIC,3020,-37.7907161,144.8309465,68
Altona Meadows Primary School,http://www.amps.vic.edu.au,Government,Prep-6,Primary,78-88 ALMA AVENUE,ALTONA MEADOWS,VIC,3028,-37.86724,144.779823,69
Altona Green Primary School,http://www.altonagreen.vic.edu.au/,Government,Prep-6,Primary,240 VICTORIA STREET,ALTONA MEADOWS,VIC,3028,-37.886864,144.78325,71
Sunshine Heights Primary School,http://www.sunshineheightsps.vic.edu.au,Government,Prep-6,Primary,1-19 MAILEY STREET,SUNSHINE,VIC,3020,-37.792371,144.81728,69
Fountain Gate Primary School,http://www.fountaingateps.vic.edu.au,Government,Prep-6,Primary,PROSPECT HILL ROAD,NARRE WARREN,VIC,3805,-38.0089318,145.2951015,69
Oatlands Primary School,http://www.oatlandsps.vic.edu.au,Government,Prep-6,Primary,79 - 93 KURRAJONG ROAD,NARRE WARREN,VIC,3805,-38.006959,145.31536,92
Fleetwood Primary School,http://www.fleetwoodps.vic.edu.au/,Government,Prep-6,Primary,97 FLEETWOOD DRIVE,NARRE WARREN,VIC,3805,-38.039908,145.31707,74
Berwick Lodge Primary School,http://www.berwicklodgeps.vic.edu.au,Government,Prep-6,Primary,139-145 MANSFIELD STREET,BERWICK,VIC,3806,-38.03148,145.326146,78
Harkaway Primary School,http://www.harkawayps.vic.edu.au,Government,Prep-6,Primary,65-67 KING ROAD,HARKAWAY,VIC,3806,-38.001773,145.345147,75
Berwick Fields Primary School,http://www.berwickfieldsps.vic.edu.au,Government,Prep-6,Primary,35 GWENDOLINE DRIVE,BERWICK,VIC,3806,-38.049333,145.333882,75
Berwick Primary School,http://www.berwickprimary.vic.edu.au,Government,Prep-6,Primary,37 FAIRHOLME BOULEVARD,BERWICK,VIC,3806,-38.04491,145.353568,91
Brentwood Park Primary School,http://www.brentwoodparkps.vic.edu.au,Government,Prep-6,Primary,BEMERSYDE DRIVE,BERWICK,VIC,3806,-38.0524636,145.3467859,89
Berwick Chase Primary School,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=598dc00c-ed32-de11-9c94-002185cd8e5c,Government,Prep-6,Primary,72 VIEWGRAND DRIVE,BERWICK,VIC,3806,-38.067129,145.347062,73
Belgrave South Primary School,http://www.belgravesouthps.vic.edu.au,Government,Prep-6,Primary,175 COLBY DRIVE,BELGRAVE SOUTH,VIC,3160,-37.930611,145.358107,79
Beaconsfield Primary School,http://www.beaconsfield.vic.edu.au,Government,Prep-6,Primary,71-77 OLD PRINCES HIGHWAY,BEACONSFIELD,VIC,3807,-38.054381,145.380043,76
Selby Primary School,http://www.selbyps.vic.edu.au,Government,Prep-6,Primary,2 MORLEY STREET,SELBY,VIC,3159,-37.911169,145.367218,93
Menzies Creek Primary School,http://www.menziesps.vic.edu.au,Government,Prep-6,Primary,12 SCHOOL ROAD,MENZIES CREEK,VIC,3159,-37.917831,145.394441,77
Officer Primary School,http://www.officerps.vic.edu.au,Government,Prep-6,Primary,TIVENDALE ROAD,OFFICER,VIC,3809,-38.0581707,145.4096143,66
Cardinia Primary School,http://www.cardiniaps.vic.edu.au,Government,Prep-6,Primary,2405 BALLARTO ROAD,CARDINIA,VIC,3978,-38.145405,145.423908,88
Koo Wee Rup Primary School,http://www.kooweerupps.vic.edu.au,Government,Prep-6,Primary,MOODY STREET,KOO WEE RUP,VIC,3981,-38.1950726,145.4916567,77
Albion Primary School,http://www.albionps.vic.edu.au,Government,Prep-6,Primary,ADELAIDE STREET,ALBION,VIC,3020,-37.7775412,144.8196799,85
Ardeer Primary School,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=de89c00c-ed32-de11-9c94-002185cd8e5c,Government,Prep-6,Primary,SUSPENSION STREET,ARDEER,VIC,3022,-37.7812938,144.8005007,71
Albion North Primary School,http://www.albionnorthps.vic.edu.au,Government,Prep-6,Primary,67-73 FURLONG ROAD,SUNSHINE NORTH,VIC,3020,-37.762657,144.823196,81
St Albans Meadows Primary School,http://www.samps.vic.edu.au,Government,Prep-6,Primary,LAUREL STREET,ST ALBANS,VIC,3021,-37.7529686,144.8179562,80
University Park Primary School,http://www.universityparkps.vic.edu.au/,Government,Prep-6,Primary,LISTER STREET,ST ALBANS,VIC,3021,-37.7550708,144.8025809,76
Cairnlea Park Primary School,http://www.cairnleaparkps.vic.edu.au,Government,Prep-6,Primary,CARMODY DRIVE,CAIRNLEA,VIC,3023,-37.7584727,144.7873987,85
St Albans East Primary School,http://www.saeps.vic.edu.au,Government,Prep-6,Primary,7-17 STATION AVENUE,ST ALBANS,VIC,3021,-37.742906,144.8109,71
Deer Park West Primary School,http://www.dpwps.vic.edu.au,Government,Prep-6,Primary,QUINN STREET,DEER PARK,VIC,3023,-37.7710539,144.7647066,66
St Albans Primary School,http://www.stalbps.vic.edu.au,Government,Prep-6,Primary,39 WEST ESPLANADE,ST ALBANS,VIC,3021,-37.738603,144.795508,77
Albanvale Primary School,http://www.albanvaleps.vic.edu.au/,Government,Prep-6,Primary,54-64 DIAMOND AVENUE,ALBANVALE,VIC,3021,-37.744584,144.774696,74
Keilor Views Primary School,,Government,Prep-6,Primary,SWINDON CRESCENT,KEILOR DOWNS,VIC,3038,-37.7171542,144.8088116,79
Kings Park Primary School,http://www.kpps.vic.edu.au,Government,Prep-6,Primary,128B GILLESPIE ROAD,ST ALBANS,VIC,3021,-37.733298,144.766932,72
Monmia Primary School,http://www.monmia.vic.edu.au,Government,Prep-6,Primary,COPERNICUS WAY,KEILOR DOWNS,VIC,3038,-37.7172388,144.7923598,75
Kororoit Creek Primary School,http://kororoitcreekps.vic.edu.au,Government,Prep-6,Primary,130 TENTERFIELD DRIVE,BURNSIDE HEIGHTS,VIC,3023,-37.734199,144.754577,90
Mackellar Primary School,http://www.mackellarps.vic.edu.au,Government,Prep-6,Primary,29-35 GOLDSMITH AVENUE,DELAHEY,VIC,3037,-37.718006,144.777458,71
Taylors Lakes Primary School,,Government,Prep-6,Primary,21-35 CHICHESTER DRIVE,TAYLORS LAKES,VIC,3038,-37.708051,144.792836,79
Craigieburn South Primary School,http://www.craigsth.vic.edu.au/,Government,Prep-6,Primary,102 HOTHLYN DRIVE,CRAIGIEBURN,VIC,3064,-37.608715,144.9341,80
Willmott Park Primary School,http://www.willmottparkps.vic.edu.au/,Government,Prep-6,Primary,DORCHESTER STREET,CRAIGIEBURN,VIC,3064,-37.5915953,144.9222211,79
Craigieburn Primary School,http://www.craigieburnps.vic.edu.au,Government,Prep-6,Primary,87 - 91 GRAND BOULEVARD,CRAIGIEBURN,VIC,3064,-37.582994,144.932674,67
Mickleham Primary School,http://www.micklehamps.vic.edu.au,Government,Prep-6,Primary,1880 MICKLEHAM ROAD,MICKLEHAM,VIC,3064,-37.563084,144.877389,66
Sydenham - Hillside Primary School,http://www.sydenham.vic.edu.au,Government,Prep-6,Primary,COMMUNITY HUB,SYDENHAM,VIC,3037,-37.7025713,144.7616382,79
Middle Kinglake Primary School,http://www.mkps.vic.edu.au,Government,Prep-6,Primary,69 EXTONS ROAD,KINGLAKE CENTRAL,VIC,3757,-37.501555,145.314207,77
Kinglake Primary School,http://www.kinglakeps.vic.edu.au,Government,Prep-6,Primary,MCMAHONS RD,KINGLAKE,VIC,3763,-37.5211843,145.3561284,84
Kinglake West Primary School,http://www.kinglakewestps.vic.edu.au,Government,Prep-6,Primary,1041-1061 WHITTLESEA-KINGLAKE RD,KINGLAKE WEST,VIC,3757,-37.481806,145.259659,81
Dixons Creek Primary School,http://www.dixonscreekps.vic.edu.au,Government,Prep-6,Primary,MELBA HIGHWAY,DIXONS CREEK,VIC,3775,-37.592208,145.4135048,89
Epping Views Primary School,http://www.eppingviewsps.vic.edu.au,Government,Prep-6,Primary,20 MANSFIELD STREET,EPPING,VIC,3076,-37.629122,145.024329,77
Nar Nar Goon Primary School,http://www.narnargoonps.vic.edu.au/,Government,Prep-6,Primary,27 SPENCER STREET,NAR NAR GOON,VIC,3812,-38.082458,145.573625,75
Garfield Primary School,http://www.garfieldps.vic.edu.au/,Government,Prep-6,Primary,84 RAILWAY AVENUE,GARFIELD,VIC,3814,-38.08929,145.673454,78
Gembrook Primary School,http://www.gembrookps.vic.edu.au,Government,Prep-6,Primary,50 MAIN STREET,GEMBROOK,VIC,3783,-37.950721,145.546182,77
Pakenham Consolidated School,http://www.pakconps.vic.edu.au,Government,Prep-6,Primary,2 RUNDELL WAY,PAKENHAM,VIC,3810,-38.0662,145.465383,72
Pakenham Springs Primary School,http://www.pakenhamsprings.vic.edu.au,Government,Prep-6,Primary,LIVINGSTONE BOULEVARD,PAKENHAM,VIC,3810,-38.0851301,145.4693108,71
Pakenham Lakeside Primary School,http://www.plps.vic.edu.au/,Government,Prep-6,Primary,23 SHEARWATER DRIVE,PAKENHAM,VIC,3810,-38.068142,145.440338,78
Bayles Regional Primary School,http://www.baylesps.vic.edu.au/,Government,Prep-6,Primary,3730 BALLARTO ROAD,BAYLES,VIC,3981,-38.176742,145.565587,72
Longwarry Primary School,http://www.longwarryps.vic.edu.au/,Government,Prep-6,Primary,5 MCCRAE STREET,LONGWARRY,VIC,3816,-38.114229,145.768699,65
Macclesfield Primary School,http://www.macclesfieldps.vic.edu.au/,Government,Prep-6,Primary,405 MACCLESFIELD ROAD,MACCLESFIELD,VIC,3782,-37.889526,145.474612,82
Gladysdale Primary School,http://www.gladysdaleps.vic.edu.au,Government,Prep-6,Primary,550 LITTLE YARRA ROAD,GLADYSDALE,VIC,3797,-37.82094,145.650945,73
Launching Place Primary School,http://www.launchps.vic.edu.au/,Government,Prep-6,Primary,CARTER STREET,LAUNCHING PLACE,VIC,3139,-37.782718,145.569836,91
Yarra Junction Primary School,http://www.yjps.vic.edu.au,Government,Prep-6,Primary,2370 WARBURTON HIGHWAY,YARRA JUNCTION,VIC,3797,-37.778748,145.605545,94
Goonawarra Primary School,http://www.goonawarra.vic.edu.au/,Government,Prep-6,Primary,2-6 GULLANE DRIVE,SUNBURY,VIC,3429,-37.58006,144.75038,84
Kismet Park Primary School,http://www.kismetparkps.vic.edu.au,Government,Prep-6,Primary,MCEWEN DRIVE,SUNBURY,VIC,3429,-37.5646004,144.7280516,78
Sunbury Primary School,http://www.sunburyps.vic.edu.au,Government,Prep-6,Primary,41 THE HEIGHTS,SUNBURY,VIC,3429,-37.597045,144.727944,83
Truganina South Primary School,,Government,Prep-6,Primary,3-19 PARKVISTA DRIVE,TRUGANINA,VIC,3029,-37.863897,144.726551,72
Bellbridge Primary School,http://www.bellbridgeps.vic.edu.au,Government,Prep-6,Primary,120 BELLBRIDGE DRIVE,HOPPERS CROSSING,VIC,3029,-37.866791,144.710684,74
Mossfiel Primary School,http://www.mossfielps.vic.edu.au,Government,Prep-6,Primary,LANGRIDGE STREET,HOPPERS CROSSING,VIC,3029,-37.8736974,144.6963412,68
Cambridge Primary School,http://www.cambridgeps.vic.edu.au,Government,Prep-6,Primary,CARRUTHERS DRIVE,HOPPERS CROSSING,VIC,3029,-37.86744171,144.675432,85
Seabrook Primary School,http://www.seabrook.vic.edu.au,Government,Prep-6,Primary,83-105 POINT COOK ROAD,SEABROOK,VIC,3028,-37.879774,144.758583,95
Westgrove Primary School,http://www.westgrps.vic.edu.au/,Government,Prep-6,Primary,THAMES BOULEVARD,WERRIBEE,VIC,3030,-37.8785632,144.6593463,83
Thomas Chirnside Primary School,http://www.thomaschirnsideps.vic.edu.au,Government,Prep-6,Primary,85 WALLS ROAD,WERRIBEE,VIC,3030,-37.903535,144.638555,75
Iramoo Primary School,http://www.iramoops.vic.edu.au,Government,Prep-6,Primary,261 - 269 MCGRATH ROAD,WYNDHAM VALE,VIC,3024,-37.895648,144.627937,73
Rockbank Primary School,http://www.rockbankps.vic.edu.au,Government,Prep-6,Primary,97-105 WESTCOTT PARADE,ROCKBANK,VIC,3335,-37.732889,144.661844,71
Melton Primary School,http://www.meltonps.vic.edu.au,Government,Prep-6,Primary,10 UNITT STREET,MELTON,VIC,3337,-37.681056,144.586821,65
Melton South Primary School,http://www.meltonsthps.vic.edu.au,Government,Prep-6,Primary,34 - 46 EXFORD ROAD,MELTON SOUTH,VIC,3338,-37.708532,144.574951,69
Kurunjang Primary School,http://www.kurunjangps.vic.edu.au,Government,Prep-6,Primary,37-45 MOWBRAY CRESCENT,MELTON,VIC,3337,-37.671814,144.585154,64
Parkwood Green Primary School,http://www.parkwoodgreen.com,Government,Prep-6,Primary,CNR GOURLAY RD & COMMUNITY HUB,HILLSIDE,VIC,3037,-37.6985058,144.7444225,71
Coburn Primary School,http://www.coburnps.vic.edu.au/,Government,Prep-6,Primary,26 RICHARD ROAD,MELTON SOUTH,VIC,3338,-37.692811,144.57154,64
Taylors Hill Primary School,http://www.taylorshillps.vic.edu.au,Government,Prep-6,Primary,40-50 LODDON DRIVE,TAYLORS HILL,VIC,3037,-37.715881,144.760066,78
Melton West Primary School,http://www.meltonwestps.vic.edu.au/,Government,Prep-6,Primary,4 WESTMELTON DRIVE,MELTON,VIC,3337,-37.687083,144.555121,64
Wedge Park Primary School,http://www.wedgepark.vic.edu.au/,Government,Prep-6,Primary,27 CAMBRIAN WAY,MELTON WEST,VIC,3337,-37.676163,144.555291,66
Exford Primary School,http://www.exfordps.vic.edu.au/,Government,Prep-6,Primary,1137 EXFORD ROAD,EXFORD,VIC,3338,-37.74481,144.558817,78
Diggers Rest Primary School,http://www.diggersrestps.vic.edu.au,Government,Prep-6,Primary,PLUMPTON ROAD,DIGGERS REST,VIC,3427,-37.6223679,144.7084951,94
Toolern Vale and District Primary School,http://www.toolernvaledps.vic.edu.au/,Government,Prep-6,Primary,361 CREAMERY ROAD,TOOLERN VALE,VIC,3337,-37.606265,144.594634,65
Sunbury Heights Primary School,http://www.sunburyheightsps.vic.edu.au,Government,Prep-6,Primary,CHARTER ROAD EAST,SUNBURY,VIC,3429,-37.5814957,144.7055384,70
Sunbury West Primary School,http://www.sunburywestps.vic.edu.au,Government,Prep-6,Primary,479-491 ELIZABETH DRIVE,SUNBURY,VIC,3429,-37.575098,144.713967,75
Killara Primary School,http://www.killaraps.vic.edu.au,Government,Prep-6,Primary,PHILLIP DRIVE,SUNBURY,VIC,3429,-37.564377,144.704347,77
Wesburn Primary School,http://www.wesburnps.vic.edu.au,Government,Prep-6,Primary,2850 WARBURTON HIGHWAY,WESBURN,VIC,3799,-37.768977,145.647754,79
Millwarra Primary School,http://www.millwarraps.vic.edu.au,Government,Prep-6,Primary,CAVANAGH ROAD,MILLGROVE,VIC,3799,-37.753515,145.651428,76
Healesville Primary School,http://www.hps.vic.edu.au,Government,Prep-6,Primary,2 VIEW STREET,HEALESVILLE,VIC,3777,-37.657298,145.516612,68
Badger Creek Primary School,http://www.badgerps.vic.edu.au,Government,Prep-6,Primary,BADGER CREEK RD,HEALESVILLE,VIC,3777,-37.666067,145.526801,65
Malvern Central School,http://www.malvern-central.vic.edu.au,Government,Prep-8,Combined,SPRING ROAD,MALVERN,VIC,3144,-37.8568168,145.0364453,93
Timbarra P-9 College,http://www.timbarraps.vic.edu.au,Government,Prep-9,Combined,159-197 PARKHILL DRIVE,BERWICK,VIC,3806,-38.017326,145.322803,78
The Lakes South Morang P-9 School,http://www.thelakes.edu.au,Government,Prep-9,Combined,80 JARDIER TERRACE,SOUTH MORANG,VIC,3752,-37.634011,145.07534,71
Carranballac P-9 College,http://www.carranballac.vic.edu.au,Government,Prep-9,Combined,CNR FOXWOOD DVE & DUNNINGS RD,POINT COOK,VIC,3030,-37.8846046,144.7423156,70
Altona P-9 College,http://www.altonap9college.vic.edu.au,Government,Prep-9,Combined,103 A GRIEVE PARADE,ALTONA,VIC,3018,-37.8703963,144.8111705,77
Baden Powell P-9 College,http://www.bpc.vic.edu.au/,Government,Prep-9,Combined,SYCAMORE STREET,HOPPERS CROSSING,VIC,3029,-37.8423798,144.6942947,73
Springside P-9 College,http://www.ggs.vic.edu.au,Government,Prep-9,Combined,BECCA WAY,CAROLINE SPRINGS,VIC,3023,-37.7114441,144.7387254,73
St Mary's College for Hearing Impaired Students,http://www.smdeafws.catholic.edu.au,Catholic,U,Combined,10 RIDDELL ROAD,WANTIRNA SOUTH,VIC,3152,-37.877573,145.242858,64
Glenvale School,,Independent,"U, 3-12",Combined,395 IRONBARK ROAD,BROADMEADOWS,VIC,3047,-37.642816,145.13736,88
Worawa Aboriginal College,http://www.worawa.vic.edu.au,Independent,"U, 7-10",Combined,60-80 BARAK LANE,HEALESVILLE,VIC,3777,-37.682933,145.505721,63
Mount Lilydale Mercy College,http://www.mlmclilydale.catholic.edu.au,Catholic,"U, 7-12",Secondary,ANDERSON STREET,LILYDALE,VIC,3140,-37.750579,145.358342,79
Luther College,http://www.luther.vic.edu.au,Independent,"U, 7-12",Secondary,PLYMOUTH RD,CROYDON,VIC,3136,-37.7817093,145.2711492,93
Aquinas College,http://www.aquinas.vic.edu.au,Catholic,"U, 7-12",Secondary,THOMAS ST,RINGWOOD,VIC,3134,-37.8231414,145.235846,85
St Joseph's College,http://www.stjosephs.com.au,Catholic,"U, 7-12",Secondary,5 BRENOCK PARK DRIVE,FERNTREE GULLY,VIC,3156,-37.891594,145.296473,77
Mater Christi College,http://www.materchristi.edu.au,Catholic,"U, 7-12",Secondary,28 BAYVIEW ROAD,BELGRAVE,VIC,3160,-37.910265,145.359471,85
Emmaus College,http://www.emmaus.vic.edu.au,Catholic,"U, 7-12",Secondary,503 SPRINGVALE RD,VERMONT SOUTH,VIC,3133,-37.847844,145.173745,87
Our Lady of Sion College,http://www.sion.catholic.edu.au,Catholic,"U, 7-12",Secondary,1065 WHITEHORSE RD,BOX HILL,VIC,3128,-37.817967,145.130012,94
Avila College,http://www.avilacollege.vic.edu.au,Catholic,"U, 7-12",Secondary,35 CHARLES ST,MOUNT WAVERLEY,VIC,3149,-37.874588,145.130905,92
Mazenod College,http://www.mazenod.vic.edu.au,Catholic,"U, 7-12",Secondary,KERNOT AVENUE,MULGRAVE,VIC,3170,-37.9155175,145.1652792,95
Marcellin College,http://www.marcellin.vic.edu.au,Catholic,"U, 7-12",Secondary,160 BULLEEN RD,BULLEEN,VIC,3105,-37.775159,145.081708,89
Nazareth College,http://www.nazareth.vic.edu.au,Catholic,"U, 7-12",Secondary,MANNING DRIVE,NOBLE PARK NORTH,VIC,3174,-37.9397914,145.1953876,84
Loyola College,http://www.loyola.vic.edu.au,Catholic,"U, 7-12",Secondary,325 GRIMSHAW ST,WATSONIA,VIC,3087,-37.703707,145.080566,80
Our Lady of Mercy College,http://www.olmcheidelberg.catholic.edu.au,Catholic,"U, 7-12",Secondary,52 CAPE ST,HEIDELBERG,VIC,3084,-37.757689,145.067697,91
Auburn High School,http://www.auburnhs.vic.edu.au/,Government,"U, 7-12",Secondary,BURGESS STREET,HAWTHORN EAST,VIC,3123,-37.8396525,145.0442841,87
Glen Eira College,http://www.gec.vic.edu.au,Government,"U, 7-12",Secondary,76 BOORAN ROAD,CAULFIELD EAST,VIC,3145,-37.885091,145.037888,85
Academy of Mary Immaculate,http://www.academy.vic.edu.au,Catholic,"U, 7-12",Secondary,88 NICHOLSON ST,FITZROY,VIC,3065,-37.803664,144.974821,88
Star of the Sea College,http://www.starmelb.catholic.edu.au,Catholic,"U, 7-12",Secondary,MARTIN ST,BRIGHTON,VIC,3186,-37.8964368,144.9960784,91
Simonds Catholic College,http://www.sccmelb.catholic.edu.au,Catholic,"U, 7-12",Secondary,273 VICTORIA STREET,WEST MELBOURNE,VIC,3003,-37.805996,144.952507,81
Santa Maria College,http://www.santamaria.vic.edu.au,Catholic,"U, 7-12",Secondary,50 SEPARATION STREET,NORTHCOTE,VIC,3070,-37.770373,145.002326,85
Salesian College,http://www.salesianchad.vic.edu.au,Catholic,"U, 7-12",Secondary,BOSCO STREET,CHADSTONE,VIC,3148,-37.8823989,145.1002655,84
